match_key,match_date,season,team_home,team_away,venue,match_result_3way,margin,form_win_rate_last3_home,form_win_rate_last5_home,form_win_rate_last10_home,avg_score_last3_home,avg_score_last5_home,avg_score_last10_home,avg_conceded_last3_home,avg_conceded_last5_home,avg_conceded_last10_home,win_streak_home,h2h_win_rate_prior_home,h2h_games_played_prior_home,venue_win_rate_prior_home,rest_days_home,season_win_rate_prior_home,ladder_rank_prior_home,is_interstate_home,is_neutral_venue_home,form_win_rate_last3_away,form_win_rate_last5_away,form_win_rate_last10_away,avg_score_last3_away,avg_score_last5_away,avg_score_last10_away,avg_conceded_last3_away,avg_conceded_last5_away,avg_conceded_last10_away,win_streak_away,h2h_win_rate_prior_away,h2h_games_played_prior_away,venue_win_rate_prior_away,rest_days_away,season_win_rate_prior_away,ladder_rank_prior_away,is_interstate_away,is_neutral_venue_away
1999_nan_carlton blues_vs_essendon bombers_1999-09-18,1999-09-18,1999,carlton blues,essendon bombers,Melbourne Cricket Ground,HOME_WIN,1,0.3333333333333333,0.4,0.6,89.33333333333333,95.6,106.2,99.33333333333333,91.2,93.7,1.0,0.4,35.0,0.4444444444444444,7.0,0.5416666666666666,5.0,0,False,1.0,1.0,0.9,128.66666666666666,125.2,119.3,80.66666666666667,80.0,85.2,8.0,0.5714285714285714,35.0,0.6153846153846154,13.0,0.8260869565217391,1.0,0,False
1999_nan_north melbourne kangaroos_vs_carlton blues_1999-09-25,1999-09-25,1999,north melbourne kangaroos,carlton blues,Melbourne Cricket Ground,HOME_WIN,35,1.0,1.0,0.8,121.66666666666667,118.4,118.7,66.66666666666667,77.8,96.5,7.0,0.3793103448275862,29.0,0.6896551724137931,8.0,0.7916666666666666,1.0,0,False,0.6666666666666666,0.6,0.6,97.66666666666667,95.6,103.0,103.66666666666667,89.2,95.2,2.0,0.6206896551724138,29.0,0.45454545454545453,7.0,0.56,5.0,0,False
2000_1.0_richmond tigers_vs_melbourne demons_2000-03-08,2000-03-08,2000,richmond tigers,melbourne demons,Melbourne Cricket Ground,HOME_WIN,2,0.3333333333333333,0.2,0.4,86.0,83.2,86.4,113.66666666666667,110.8,102.9,1.0,0.39285714285714285,28.0,0.4847560975609756,194.0,,,0,False,0.0,0.0,0.1,83.0,76.6,80.4,112.66666666666667,112.2,109.4,0.0,0.6071428571428571,28.0,0.47580645161290325,193.0,,,0,False
2000_1.0_essendon bombers_vs_port adelaide power_2000-03-09,2000-03-09,2000,essendon bombers,port adelaide power,Marvel Stadium,HOME_WIN,94,0.6666666666666666,0.8,0.8,114.0,115.2,118.8,85.66666666666667,82.2,88.4,0.0,0.5,4.0,0.5470085470085471,173.0,,,0,False,0.3333333333333333,0.4,0.6,75.33333333333333,75.0,79.6,104.33333333333333,95.4,89.7,0.0,0.5,4.0,0.26666666666666666,187.0,,,1,False
2000_1.0_north melbourne kangaroos_vs_west coast eagles_2000-03-10,2000-03-10,2000,north melbourne kangaroos,west coast eagles,Melbourne Cricket Ground,AWAY_WIN,-43,1.0,1.0,0.9,115.66666666666667,120.4,120.3,74.33333333333333,77.8,90.4,8.0,0.5909090909090909,22.0,0.556,167.0,,,0,False,0.3333333333333333,0.2,0.2,71.66666666666667,80.2,81.5,101.66666666666667,99.0,110.9,0.0,0.4090909090909091,22.0,0.3787878787878788,181.0,,,1,False
2000_1.0_adelaide crows_vs_western bulldogs_2000-03-11,2000-03-11,2000,adelaide crows,western bulldogs,AAMI Stadium,AWAY_WIN,-23,0.0,0.2,0.3,58.333333333333336,63.6,87.8,131.0,108.4,105.8,0.0,0.375,16.0,0.6425855513307985,195.0,,,0,False,0.3333333333333333,0.6,0.7,92.66666666666667,99.8,105.5,89.66666666666667,90.4,93.8,0.0,0.625,16.0,0.5714285714285714,182.0,,,1,False
2000_1.0_fremantle dockers_vs_geelong cats_2000-03-11,2000-03-11,2000,fremantle dockers,geelong cats,Domain Stadium,AWAY_WIN,-22,0.0,0.0,0.2,77.0,73.0,87.8,143.0,131.4,114.4,0.0,0.25,8.0,0.6375,195.0,,,0,False,0.6666666666666666,0.8,0.5,117.66666666666667,114.4,104.3,98.33333333333333,92.2,109.8,1.0,0.75,8.0,0.5,195.0,,,0,False
2000_1.0_st kilda saints_vs_sydney swans_2000-03-12,2000-03-12,2000,st kilda saints,sydney swans,Marvel Stadium,AWAY_WIN,-34,0.3333333333333333,0.2,0.3,85.0,82.4,84.0,100.0,102.8,96.5,1.0,0.5172413793103449,29.0,0.5591836734693878,197.0,,,0,False,0.3333333333333333,0.4,0.4,77.0,98.2,95.6,117.33333333333333,100.8,92.1,0.0,0.4827586206896552,29.0,0.6304347826086957,189.0,,,1,False
2000_1.0_hawthorn hawks_vs_collingwood magpies_2000-03-13,2000-03-13,2000,hawthorn hawks,collingwood magpies,Melbourne Cricket Ground,AWAY_WIN,-54,1.0,1.0,0.5,113.33333333333333,112.8,89.3,83.66666666666667,76.4,87.7,5.0,0.7142857142857143,28.0,0.6744186046511628,197.0,,,0,False,0.0,0.2,0.3,72.33333333333333,80.2,93.6,98.0,96.2,102.4,0.0,0.2857142857142857,28.0,0.5560344827586207,198.0,,,0,False
2000_1.0_carlton blues_vs_brisbane lions_2000-03-13,2000-03-13,2000,carlton blues,brisbane lions,Princes Park,HOME_WIN,40,0.6666666666666666,0.4,0.6,105.66666666666667,92.2,104.9,99.0,105.0,93.0,0.0,0.5,4.0,0.7391304347826086,170.0,,,0,False,0.6666666666666666,0.8,0.9,114.0,119.0,125.0,87.0,83.4,72.8,0.0,0.5,4.0,0.3333333333333333,178.0,,,1,False
2000_2.0_richmond tigers_vs_essendon bombers_2000-03-16,2000-03-16,2000,richmond tigers,essendon bombers,Melbourne Cricket Ground,AWAY_WIN,-43,0.6666666666666666,0.4,0.4,91.0,86.2,83.1,106.0,109.0,99.5,2.0,0.1724137931034483,29.0,0.5,8.0,1.0,1.0,0,False,0.6666666666666666,0.8,0.9,127.33333333333333,129.0,128.2,73.33333333333333,81.6,84.7,1.0,0.7931034482758621,29.0,0.5398550724637681,7.0,1.0,1.0,0,False
2000_2.0_melbourne demons_vs_north melbourne kangaroos_2000-03-17,2000-03-17,2000,melbourne demons,north melbourne kangaroos,Melbourne Cricket Ground,HOME_WIN,25,0.0,0.0,0.0,98.33333333333333,79.0,78.7,123.0,110.8,109.7,0.0,0.41935483870967744,31.0,0.4554140127388535,9.0,0.0,9.0,0,False,0.6666666666666666,0.8,0.8,119.33333333333333,120.0,117.1,107.0,88.6,97.0,0.0,0.5806451612903226,31.0,0.5212121212121212,7.0,0.0,9.0,0,False
2000_2.0_port adelaide power_vs_fremantle dockers_2000-03-18,2000-03-18,2000,port adelaide power,fremantle dockers,AAMI Stadium,AWAY_WIN,-38,0.0,0.4,0.5,65.33333333333333,70.2,77.0,133.66666666666666,103.0,96.6,0.0,1.0,5.0,0.5842696629213483,9.0,0.0,10.0,0,False,0.0,0.0,0.2,90.33333333333333,79.0,85.9,125.66666666666667,136.8,114.6,0.0,0.0,5.0,0.19047619047619047,7.0,0.0,10.0,1,False
2000_2.0_geelong cats_vs_st kilda saints_2000-03-18,2000-03-18,2000,geelong cats,st kilda saints,GMHBA Stadium,HOME_WIN,40,0.6666666666666666,0.8,0.6,123.0,120.0,110.4,99.33333333333333,97.6,109.3,2.0,0.7142857142857143,28.0,0.7154150197628458,7.0,1.0,1.0,0,False,0.3333333333333333,0.2,0.3,88.66666666666667,89.2,85.8,106.66666666666667,109.8,99.6,0.0,0.2857142857142857,28.0,0.21428571428571427,6.0,0.0,10.0,0,False
2000_2.0_carlton blues_vs_hawthorn hawks_2000-03-19,2000-03-19,2000,carlton blues,hawthorn hawks,Princes Park,HOME_WIN,42,0.6666666666666666,0.6,0.6,115.0,106.8,104.8,113.0,109.4,94.6,1.0,0.5,34.0,0.6951219512195121,6.0,1.0,1.0,0,False,0.6666666666666666,0.8,0.5,114.0,109.6,93.4,103.0,89.0,95.2,0.0,0.5,34.0,0.5263157894736842,6.0,0.0,11.0,0,False
2000_2.0_collingwood magpies_vs_adelaide crows_2000-03-19,2000-03-19,2000,collingwood magpies,adelaide crows,Melbourne Cricket Ground,HOME_WIN,11,0.3333333333333333,0.4,0.3,97.33333333333333,93.8,97.3,97.66666666666667,91.8,102.8,1.0,0.6923076923076923,13.0,0.5,6.0,1.0,1.0,0,False,0.0,0.0,0.3,80.66666666666667,65.4,89.5,121.66666666666667,121.4,108.0,0.0,0.3076923076923077,13.0,0.5,8.0,0.0,11.0,1,False
2000_2.0_west coast eagles_vs_sydney swans_2000-03-19,2000-03-19,2000,west coast eagles,sydney swans,Domain Stadium,AWAY_WIN,-12,0.6666666666666666,0.4,0.3,96.33333333333333,94.6,89.4,98.33333333333333,104.4,111.6,1.0,0.55,20.0,0.6857142857142857,9.0,1.0,1.0,0,False,0.3333333333333333,0.6,0.5,85.33333333333333,104.8,98.9,125.33333333333333,98.6,89.8,1.0,0.45,20.0,0.2222222222222222,7.0,1.0,1.0,0,False
2000_2.0_western bulldogs_vs_brisbane lions_2000-03-19,2000-03-19,2000,western bulldogs,brisbane lions,Marvel Stadium,AWAY_WIN,-29,0.3333333333333333,0.6,0.7,88.0,103.0,103.6,99.66666666666667,96.2,93.8,1.0,0.6,5.0,0.7272727272727273,8.0,1.0,1.0,0,False,0.3333333333333333,0.6,0.8,105.33333333333333,109.6,125.5,116.0,93.0,81.2,0.0,0.4,5.0,0.4461538461538462,6.0,0.0,11.0,1,False
2000_3.0_richmond tigers_vs_north melbourne kangaroos_2000-03-24,2000-03-24,2000,richmond tigers,north melbourne kangaroos,Melbourne Cricket Ground,AWAY_WIN,-36,0.6666666666666666,0.4,0.4,90.33333333333333,87.8,86.3,100.33333333333333,112.6,102.9,0.0,0.3225806451612903,31.0,0.4779220779220779,8.0,0.5,6.0,0,False,0.3333333333333333,0.6,0.8,118.33333333333333,115.6,115.9,129.33333333333334,104.4,95.7,0.0,0.6774193548387096,31.0,0.5330188679245284,7.0,0.0,12.0,0,False
2000_3.0_hawthorn hawks_vs_brisbane lions_2000-03-25,2000-03-25,2000,hawthorn hawks,brisbane lions,Melbourne Cricket Ground,HOME_WIN,7,0.3333333333333333,0.6,0.5,117.0,107.6,99.1,120.66666666666667,109.0,101.7,0.0,0.6,5.0,0.6666666666666666,6.0,0.0,13.0,0,False,0.3333333333333333,0.6,0.8,109.66666666666667,118.6,122.8,128.33333333333334,104.6,85.6,1.0,0.4,5.0,0.46153846153846156,6.0,0.5,6.0,1,False
2000_3.0_adelaide crows_vs_geelong cats_2000-03-25,2000-03-25,2000,adelaide crows,geelong cats,AAMI Stadium,AWAY_WIN,-11,0.0,0.0,0.2,88.66666666666667,75.0,82.8,125.33333333333333,125.4,108.7,0.0,0.5714285714285714,14.0,0.6629213483146067,6.0,0.0,13.0,0,False,1.0,0.8,0.7,135.66666666666666,124.2,114.7,98.0,100.2,103.3,3.0,0.42857142857142855,14.0,0.0,7.0,1.0,1.0,1,False
2000_3.0_st kilda saints_vs_west coast eagles_2000-03-25,2000-03-25,2000,st kilda saints,west coast eagles,Marvel Stadium,DRAW,0,0.3333333333333333,0.2,0.2,106.66666666666667,90.8,86.1,117.66666666666667,114.6,108.0,0.0,0.45,20.0,0.5534351145038168,7.0,0.0,13.0,0,False,0.3333333333333333,0.4,0.3,98.0,87.8,89.2,105.66666666666667,99.6,107.9,0.0,0.55,20.0,0.2978723404255319,6.0,0.5,6.0,1,False
2000_3.0_fremantle dockers_vs_essendon bombers_2000-03-26,2000-03-26,2000,fremantle dockers,essendon bombers,Domain Stadium,AWAY_WIN,-36,0.3333333333333333,0.2,0.3,106.66666666666667,92.6,91.2,118.33333333333333,129.0,112.5,1.0,0.2857142857142857,7.0,0.6229508196721312,8.0,0.5,6.0,0,False,0.6666666666666666,0.8,0.9,129.66666666666666,125.6,126.6,84.33333333333333,81.2,86.4,2.0,0.7142857142857143,7.0,0.5,10.0,1.0,1.0,0,False
2000_3.0_sydney swans_vs_melbourne demons_2000-03-26,2000-03-26,2000,sydney swans,melbourne demons,Sydney Cricket Ground,HOME_WIN,12,0.6666666666666666,0.6,0.5,90.0,89.4,94.6,97.66666666666667,104.4,89.4,2.0,0.5,30.0,0.5852713178294574,7.0,1.0,1.0,0,False,0.3333333333333333,0.2,0.1,112.0,97.2,85.5,110.0,110.4,110.5,1.0,0.4666666666666667,30.0,0.35714285714285715,9.0,0.5,6.0,1,False
2000_3.0_western bulldogs_vs_port adelaide power_2000-03-26,2000-03-26,2000,western bulldogs,port adelaide power,Marvel Stadium,HOME_WIN,47,0.3333333333333333,0.4,0.6,104.66666666666667,103.8,104.7,124.33333333333333,103.2,98.0,0.0,0.5,4.0,0.5409090909090909,7.0,0.5,6.0,0,False,0.0,0.2,0.4,68.33333333333333,75.0,75.8,127.0,118.8,102.9,0.0,0.5,4.0,0.4482758620689655,8.0,0.0,14.0,1,False
2000_3.0_collingwood magpies_vs_carlton blues_2000-03-26,2000-03-26,2000,collingwood magpies,carlton blues,Melbourne Cricket Ground,HOME_WIN,73,0.6666666666666666,0.4,0.4,98.33333333333333,92.0,98.9,90.66666666666667,94.4,103.2,2.0,0.34285714285714286,35.0,0.46938775510204084,7.0,1.0,1.0,0,False,0.6666666666666666,0.8,0.6,131.66666666666666,124.6,110.3,116.0,104.2,96.4,2.0,0.6571428571428571,35.0,0.7142857142857143,7.0,1.0,1.0,0,False
2000_4.0_north melbourne kangaroos_vs_geelong cats_2000-03-31,2000-03-31,2000,north melbourne kangaroos,geelong cats,Marvel Stadium,HOME_WIN,5,0.3333333333333333,0.6,0.8,133.66666666666666,129.6,122.8,144.33333333333334,120.0,101.2,1.0,0.4375,32.0,0.504950495049505,7.0,0.3333333333333333,7.0,0,False,1.0,0.8,0.7,126.33333333333333,123.8,113.0,102.0,99.4,100.8,4.0,0.5625,32.0,0.75,6.0,1.0,1.0,0,False
2000_4.0_western bulldogs_vs_carlton blues_2000-04-01,2000-04-01,2000,western bulldogs,carlton blues,Marvel Stadium,HOME_WIN,39,0.6666666666666666,0.4,0.6,127.33333333333333,103.0,109.0,113.66666666666667,106.4,98.3,1.0,0.41379310344827586,29.0,0.6538461538461539,6.0,0.6666666666666666,5.0,0,False,0.6666666666666666,0.6,0.5,131.0,117.2,106.4,128.0,122.2,106.7,0.0,0.5517241379310345,29.0,0.3935483870967742,6.0,0.6666666666666666,5.0,0,False
2000_4.0_sydney swans_vs_collingwood magpies_2000-04-01,2000-04-01,2000,sydney swans,collingwood magpies,Sydney Cricket Ground,AWAY_WIN,-5,1.0,0.6,0.6,114.0,92.8,100.8,94.66666666666667,112.0,93.6,3.0,0.5185185185185185,27.0,0.6022727272727273,6.0,1.0,1.0,0,False,1.0,0.6,0.5,134.33333333333334,111.0,102.4,88.33333333333333,94.4,99.1,3.0,0.48148148148148145,27.0,0.4,6.0,1.0,1.0,1,False
2000_4.0_hawthorn hawks_vs_essendon bombers_2000-04-01,2000-04-01,2000,hawthorn hawks,essendon bombers,Melbourne Cricket Ground,AWAY_WIN,-47,0.3333333333333333,0.6,0.6,102.66666666666667,112.8,104.0,132.33333333333334,113.2,102.8,1.0,0.5151515151515151,33.0,0.6551724137931034,7.0,0.3333333333333333,8.0,0,False,1.0,0.8,0.9,136.66666666666666,127.2,123.2,79.0,79.0,82.0,3.0,0.48484848484848486,33.0,0.5057471264367817,6.0,1.0,1.0,0,False
2000_4.0_west coast eagles_vs_adelaide crows_2000-04-01,2000-04-01,2000,west coast eagles,adelaide crows,WACA,HOME_WIN,114,0.3333333333333333,0.4,0.3,113.33333333333333,95.0,94.2,103.0,98.6,102.9,0.0,0.5333333333333333,15.0,1.0,7.0,0.3333333333333333,8.0,0,False,0.0,0.0,0.2,100.0,86.8,84.0,115.0,115.8,106.2,0.0,0.4666666666666667,15.0,0.0,7.0,0.0,14.0,0,False
2000_4.0_port adelaide power_vs_brisbane lions_2000-04-02,2000-04-02,2000,port adelaide power,brisbane lions,AAMI Stadium,HOME_WIN,43,0.0,0.0,0.3,81.0,75.4,78.0,140.66666666666666,133.4,110.6,0.0,0.4,5.0,0.5405405405405406,7.0,0.0,14.0,0,False,0.3333333333333333,0.4,0.7,118.0,111.6,121.3,124.0,113.6,90.0,0.0,0.2,5.0,0.6,8.0,0.3333333333333333,9.0,1,False
2000_4.0_melbourne demons_vs_st kilda saints_2000-04-02,2000-04-02,2000,melbourne demons,st kilda saints,Melbourne Cricket Ground,HOME_WIN,90,0.3333333333333333,0.2,0.1,117.0,110.8,89.5,113.33333333333333,123.0,110.6,0.0,0.5357142857142857,28.0,0.472289156626506,7.0,0.3333333333333333,9.0,0,False,0.0,0.2,0.2,105.0,96.2,89.3,129.66666666666666,115.0,108.9,0.0,0.4642857142857143,28.0,0.4696969696969697,8.0,0.0,14.0,0,False
2000_4.0_fremantle dockers_vs_richmond tigers_2000-04-02,2000-04-02,2000,fremantle dockers,richmond tigers,Marvel Stadium,HOME_WIN,1,0.3333333333333333,0.2,0.2,106.66666666666667,96.8,89.3,113.33333333333333,117.6,116.5,0.0,0.2857142857142857,7.0,0.375,7.0,0.3333333333333333,9.0,1,False,0.3333333333333333,0.4,0.3,105.0,98.8,89.3,130.66666666666666,123.6,112.4,0.0,0.7142857142857143,7.0,0.3076923076923077,9.0,0.3333333333333333,9.0,0,False
2000_5.0_western bulldogs_vs_collingwood magpies_2000-04-07,2000-04-07,2000,western bulldogs,collingwood magpies,Marvel Stadium,AWAY_WIN,-8,0.6666666666666666,0.6,0.7,116.33333333333333,110.6,109.4,97.33333333333333,105.2,94.3,2.0,0.39285714285714285,28.0,0.6666666666666666,6.0,0.75,3.0,0,False,1.0,0.8,0.5,123.0,112.2,100.6,93.33333333333333,92.0,100.0,4.0,0.5714285714285714,28.0,0.5733333333333334,6.0,1.0,1.0,0,False
2000_5.0_brisbane lions_vs_adelaide crows_2000-04-08,2000-04-08,2000,brisbane lions,adelaide crows,The Gabba,HOME_WIN,30,0.3333333333333333,0.2,0.6,116.0,107.6,123.6,123.0,128.8,100.5,0.0,0.6,5.0,0.6666666666666666,6.0,0.25,11.0,0,False,0.0,0.0,0.2,88.33333333333333,87.8,81.6,133.66666666666666,134.8,115.0,0.0,0.4,5.0,0.5,7.0,0.0,15.0,1,False
2000_5.0_fremantle dockers_vs_melbourne demons_2000-04-08,2000-04-08,2000,fremantle dockers,melbourne demons,WACA,AWAY_WIN,-31,0.6666666666666666,0.4,0.2,100.33333333333333,99.2,86.2,99.33333333333333,113.2,118.0,1.0,0.5,8.0,0.5714285714285714,6.0,0.5,6.0,0,False,0.6666666666666666,0.4,0.2,141.33333333333334,123.0,97.8,107.0,106.2,107.4,1.0,0.5,8.0,0.0,6.0,0.5,6.0,0,False
2000_5.0_essendon bombers_vs_carlton blues_2000-04-08,2000-04-08,2000,essendon bombers,carlton blues,Melbourne Cricket Ground,HOME_WIN,24,1.0,0.8,0.9,130.33333333333334,130.0,127.6,88.33333333333333,86.2,83.1,4.0,0.5555555555555556,36.0,0.5925925925925926,7.0,1.0,1.0,0,False,0.3333333333333333,0.4,0.5,100.0,108.2,101.9,123.33333333333333,121.2,105.2,0.0,0.4166666666666667,36.0,0.45054945054945056,7.0,0.5,6.0,0,False
2000_5.0_geelong cats_vs_west coast eagles_2000-04-09,2000-04-09,2000,geelong cats,west coast eagles,GMHBA Stadium,HOME_WIN,81,0.6666666666666666,0.8,0.7,116.33333333333333,123.4,114.1,101.0,99.6,96.9,0.0,0.32,25.0,0.7081967213114754,9.0,0.75,3.0,0,False,0.3333333333333333,0.4,0.3,124.33333333333333,119.4,102.1,90.33333333333333,101.2,103.0,1.0,0.68,25.0,0.6363636363636364,8.0,0.5,7.0,1,False
2000_5.0_st kilda saints_vs_richmond tigers_2000-04-09,2000-04-09,2000,st kilda saints,richmond tigers,Marvel Stadium,AWAY_WIN,-26,0.0,0.2,0.2,96.66666666666667,102.2,90.0,140.0,126.8,114.7,0.0,0.5555555555555556,27.0,0.5495495495495496,7.0,0.0,15.0,0,False,0.0,0.4,0.2,102.66666666666667,98.4,87.3,129.33333333333334,111.8,113.0,0.0,0.4444444444444444,27.0,0.36538461538461536,7.0,0.25,12.0,0,False
2000_5.0_north melbourne kangaroos_vs_sydney swans_2000-04-09,2000-04-09,2000,north melbourne kangaroos,sydney swans,Sydney Cricket Ground,HOME_WIN,8,0.6666666666666666,0.6,0.8,131.33333333333334,125.8,122.1,126.0,124.2,101.0,2.0,0.7142857142857143,28.0,0.8333333333333334,9.0,0.5,7.0,1,False,0.6666666666666666,0.6,0.5,103.0,99.4,101.3,96.66666666666667,102.6,98.7,0.0,0.2857142857142857,28.0,0.5669014084507042,8.0,0.75,3.0,0,False
2000_5.0_port adelaide power_vs_hawthorn hawks_2000-04-09,2000-04-09,2000,port adelaide power,hawthorn hawks,AAMI Stadium,AWAY_WIN,-39,0.3333333333333333,0.2,0.3,110.0,89.6,83.3,124.0,125.6,112.3,1.0,0.75,4.0,0.5789473684210527,7.0,0.25,12.0,0,False,0.3333333333333333,0.4,0.6,104.0,110.2,103.8,131.33333333333334,120.4,104.1,0.0,0.25,4.0,0.23529411764705882,8.0,0.25,12.0,1,False
2000_6.0_western bulldogs_vs_essendon bombers_2000-04-14,2000-04-14,2000,western bulldogs,essendon bombers,Marvel Stadium,AWAY_WIN,-63,0.6666666666666666,0.6,0.6,116.33333333333333,118.0,108.9,90.33333333333333,103.6,97.0,0.0,0.39285714285714285,28.0,0.5833333333333334,7.0,0.6,4.0,0,False,1.0,1.0,0.9,128.0,134.0,124.6,92.33333333333333,85.2,83.7,5.0,0.6071428571428571,28.0,0.5691489361702128,6.0,1.0,1.0,0,False
2000_6.0_west coast eagles_vs_fremantle dockers_2000-04-15,2000-04-15,2000,west coast eagles,fremantle dockers,Domain Stadium,HOME_WIN,117,0.3333333333333333,0.4,0.3,128.0,121.6,100.9,117.0,108.8,103.9,0.0,0.9,10.0,0.7669902912621359,6.0,0.4,8.0,0,False,0.3333333333333333,0.4,0.2,83.66666666666667,96.6,84.8,105.66666666666667,106.6,119.0,0.0,0.1,10.0,0.576036866359447,7.0,0.4,8.0,0,False
2000_6.0_st kilda saints_vs_brisbane lions_2000-04-15,2000-04-15,2000,st kilda saints,brisbane lions,Marvel Stadium,AWAY_WIN,-39,0.0,0.0,0.1,91.66666666666667,94.8,88.6,130.33333333333334,132.8,117.8,0.0,0.2857142857142857,7.0,0.46153846153846156,6.0,0.0,15.0,0,False,0.3333333333333333,0.4,0.6,110.33333333333333,116.4,117.7,117.0,122.6,103.0,1.0,0.7142857142857143,7.0,0.45098039215686275,7.0,0.4,8.0,1,False
2000_6.0_carlton blues_vs_port adelaide power_2000-04-15,2000-04-15,2000,carlton blues,port adelaide power,Princes Park,HOME_WIN,91,0.0,0.4,0.4,81.66666666666667,110.2,101.2,127.0,121.0,113.0,0.0,0.25,4.0,0.6545454545454545,7.0,0.4,8.0,0,False,0.3333333333333333,0.2,0.3,105.66666666666667,93.2,84.1,120.0,128.2,111.8,0.0,0.75,4.0,1.0,6.0,0.2,14.0,1,False
2000_6.0_collingwood magpies_vs_north melbourne kangaroos_2000-04-15,2000-04-15,2000,collingwood magpies,north melbourne kangaroos,Melbourne Cricket Ground,AWAY_WIN,-32,1.0,1.0,0.6,128.0,125.4,102.8,99.33333333333333,95.2,95.7,5.0,0.5,28.0,0.5389221556886228,8.0,1.0,1.0,0,False,1.0,0.6,0.8,134.0,126.6,123.5,117.66666666666667,130.4,104.1,3.0,0.4642857142857143,28.0,0.6595744680851063,6.0,0.6,4.0,0,False
2000_6.0_adelaide crows_vs_hawthorn hawks_2000-04-16,2000-04-16,2000,adelaide crows,hawthorn hawks,AAMI Stadium,HOME_WIN,86,0.0,0.0,0.1,88.33333333333333,93.0,78.3,140.0,130.8,119.6,0.0,0.5714285714285714,14.0,0.6636363636363637,8.0,0.0,15.0,0,False,0.6666666666666666,0.4,0.7,104.33333333333333,102.2,107.5,104.66666666666667,121.6,99.0,1.0,0.42857142857142855,14.0,0.3333333333333333,7.0,0.4,11.0,1,False
2000_6.0_sydney swans_vs_richmond tigers_2000-04-16,2000-04-16,2000,sydney swans,richmond tigers,Sydney Cricket Ground,AWAY_WIN,-6,0.3333333333333333,0.6,0.5,115.66666666666667,112.6,105.4,116.0,103.6,102.2,0.0,0.5,30.0,0.5765765765765766,7.0,0.6,5.0,0,False,0.3333333333333333,0.4,0.3,110.33333333333333,102.4,92.8,114.0,112.8,111.8,1.0,0.5,30.0,0.4375,7.0,0.4,11.0,1,False
2000_6.0_geelong cats_vs_melbourne demons_2000-04-16,2000-04-16,2000,geelong cats,melbourne demons,GMHBA Stadium,HOME_WIN,25,0.6666666666666666,0.8,0.8,124.0,128.0,121.2,95.0,98.2,95.2,1.0,0.6129032258064516,31.0,0.6753246753246753,7.0,0.8,3.0,0,False,0.6666666666666666,0.6,0.3,128.33333333333334,124.4,100.5,92.0,98.0,105.1,2.0,0.3870967741935484,31.0,0.18181818181818182,8.0,0.6,5.0,0,False
2000_7.0_hawthorn hawks_vs_western bulldogs_2000-04-22,2000-04-22,2000,hawthorn hawks,western bulldogs,Melbourne Cricket Ground,HOME_WIN,31,0.3333333333333333,0.4,0.6,86.66666666666667,96.4,103.0,118.0,122.2,105.6,0.0,0.5333333333333333,30.0,0.5799373040752351,6.0,0.3333333333333333,12.0,0,False,0.3333333333333333,0.4,0.5,96.33333333333333,108.0,105.5,107.0,110.8,103.5,0.0,0.4,30.0,0.3541666666666667,8.0,0.5,5.0,0,False
2000_7.0_st kilda saints_vs_north melbourne kangaroos_2000-04-22,2000-04-22,2000,st kilda saints,north melbourne kangaroos,Marvel Stadium,AWAY_WIN,-12,0.0,0.0,0.1,75.0,88.0,88.6,126.66666666666667,127.0,118.4,0.0,0.3793103448275862,29.0,0.554945054945055,7.0,0.0,16.0,0,False,1.0,0.8,0.8,115.33333333333333,127.2,123.6,100.33333333333333,116.0,102.3,4.0,0.6206896551724138,29.0,0.5344827586206896,7.0,0.6666666666666666,4.0,0,False
2000_7.0_sydney swans_vs_geelong cats_2000-04-22,2000-04-22,2000,sydney swans,geelong cats,"Sydney Cricket Ground
",AWAY_WIN,-9,0.0,0.4,0.5,109.0,107.0,105.9,115.33333333333333,106.0,102.3,0.0,0.41379310344827586,29.0,0.0,6.0,0.5,5.0,0,False,0.6666666666666666,0.8,0.8,123.33333333333333,124.0,122.0,89.66666666666667,93.6,95.6,2.0,0.5862068965517241,29.0,,6.0,0.8333333333333334,2.0,1,False
2000_7.0_melbourne demons_vs_west coast eagles_2000-04-23,2000-04-23,2000,melbourne demons,west coast eagles,Marvel Stadium,HOME_WIN,61,0.6666666666666666,0.6,0.3,118.33333333333333,122.8,100.9,86.33333333333333,101.0,105.9,0.0,0.3333333333333333,24.0,0.3958333333333333,7.0,0.5,5.0,0,False,0.6666666666666666,0.4,0.4,148.66666666666666,126.4,110.5,98.66666666666667,98.8,101.6,1.0,0.6666666666666666,24.0,0.2647058823529412,8.0,0.5,5.0,1,False
2000_7.0_port adelaide power_vs_adelaide crows_2000-04-23,2000-04-23,2000,port adelaide power,adelaide crows,AAMI Stadium,AWAY_WIN,-7,0.3333333333333333,0.2,0.3,100.33333333333333,96.4,83.3,129.33333333333334,130.8,116.9,0.0,0.5,6.0,0.5,8.0,0.16666666666666666,14.0,0,False,0.3333333333333333,0.2,0.1,102.66666666666667,100.0,82.7,122.0,116.0,118.7,1.0,0.5,6.0,0.6751592356687898,7.0,0.16666666666666666,14.0,0,False
